messageId;userId;timestamp;message;tag;
98938068;98938068;2017-10-30 09:20:00;$CRBP well I'll be damned. Corbus has a Spanish cousin. What is it that people are starting to see? ðŸ¤” ðŸ˜´ ;Bullish;
98938066;98938066;2017-10-30 09:20:00;$TSLA check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938063;98938063;2017-10-30 09:20:00;$GOOG $GOOGL check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938062;98938062;2017-10-30 09:19:00;$AMZN check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938060;98938060;2017-10-30 09:19:00;How can scanners andindicators make you profitable?Learn how free @ Https://Goo.Gl/qWs3tt$BONT $VISI $AMTX ;Bullish;
98938059;98938059;2017-10-30 09:19:00;$AMD Love how I get attacked for making a legit post, shows how ignorant some here are. Noticed many permas post nonsense just to get likes.;NULL;
98938057;98938057;2017-10-30 09:19:00;$GE check out: http://nasdaqnewsreports.blogspot.si/2017/10/visi-m-deal-implies-total-company.html ;Bullish;
98938054;98938054;2017-10-30 09:19:00;$CBIO check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938051;98938051;2017-10-30 09:19:00;Custom scanners drive our trades all day!Learn how free @ Https://Goo.Gl/qWs3tt$SSKN $TESS $NSPR ;Bullish;
98938047;98938047;2017-10-30 09:18:00;$MDXG this about to get Citroned tomorrow ;Bearish;
98938042;98938042;2017-10-30 09:18:00;$RNVA genuine question, how do shorts cover if they don't have access to OTC markets?;NULL;
98938038;98938038;2017-10-30 09:18:00;$WPCS check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938035;98938035;2017-10-30 09:18:00;$IPGP what a goddamn powerhouse ;Bullish;
98938034;98938034;2017-10-30 09:18:00;$YY seems to be sideways to possibly down.   Long term bullish.;NULL;
98938032;98938032;2017-10-30 09:18:00;$AMD Their net was 1/2 of one percent of revenue.  This stock has no business being double digits. ;Bearish;
98938031;98938031;2017-10-30 09:18:00;$AMD Lisa admitted Desktop OEMs bring insignificant revenue. By the time Zen Mobile is out, market will be flooded with Coffee Lake laptops. ;Bearish;
98938028;98938028;2017-10-30 09:17:00;$IMNP hey mgmt you really SUCK in marketing!!!A reminder proactiveinvestors.com/comp...ðŸ˜ŽðŸ˜ŽðŸ˜Ž ;Bullish;
98938026;98938026;2017-10-30 09:17:00;$TRXC check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938025;98938025;2017-10-30 09:17:00;$BW check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938024;98938024;2017-10-30 09:17:00;$SPY I think we will see some drainage from now till mid November.;NULL;
98938019;98938019;2017-10-30 09:17:00;After CarT and geneediting, which next focus of innovation?$GILD $BMRN $JUNO $ADAP $AFMD $SGMO $CLLS $ONCE $BLUE twitter.com/behaviorfin/sta...;NULL;
98938018;98938018;2017-10-30 09:17:00;$AAPL $MSFT check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938017;98938017;2017-10-30 09:17:00;$AMD There is a reason CEO didnt say crytpo once .Banks are adopting blockchain systems. Crypto might be a fad but Blockchain here to stay. ;Bullish;
98938013;98938013;2017-10-30 09:16:00;$USEG check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938011;98938011;2017-10-30 09:16:00;$DIA Exhaustion Gap?;NULL;
98938009;98938009;2017-10-30 09:16:00;$CYCC check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938005;98938005;2017-10-30 09:16:00;$SDRL check out: nasdaqnewsreports.blogspot.... ;Bullish;
98938004;98938004;2017-10-30 09:16:00;$AMD Mr. Market being such a snob lately, just a modest beat doesn't satisfy, expectations sky high. Modern tech means money outflow easy.;NULL;
98938002;98938002;2017-10-30 09:16:00;Companies reporting earnings b4 the open $V $KO $BA $TMO $WBA $GD $ANTM $NOC $NSC $BAX $IP $FCX $DPS $NLSN $HES $NDAQ $LEA $ALLY $OC $WYN;NULL;
98938000;98938000;2017-10-30 09:16:00;$WAC check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937998;98937998;2017-10-30 09:15:00;$CYTR check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937995;98937995;2017-10-30 09:15:00;$RAD it could be anyone, no way to confirm, don't buy on the impulse of greed.;NULL;
98937994;98937994;2017-10-30 09:15:00;$EBIO check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937990;98937990;2017-10-30 09:15:00;$ZGNX check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937984;98937984;2017-10-30 09:15:00;$SRPT check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937982;98937982;2017-10-30 09:14:00;$SWCH give it up guys ;Bearish;
98937981;98937981;2017-10-30 09:14:00;$DXTR check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937980;98937980;2017-10-30 09:14:00;$LPCN I've been picking up more shares everyday since it dropped below 3.70 ;Bullish;
98937978;98937978;2017-10-30 09:14:00;$AMD Reuters: "AMD Forecasts First Revenue Drop in Seven Quarters, Shares Plummet" And they ignore seasonality. ;Bullish;
98937977;98937977;2017-10-30 09:14:00;$SPI check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937975;98937975;2017-10-30 09:14:00;$CLNT check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937973;98937973;2017-10-30 09:14:00;$AVEO was $20 a share in 2011. Now it has EU approval which was unexpected & after FDA approval in 1st Qt 2018, it will move to $20 again. ;Bullish;
98937971;98937971;2017-10-30 09:14:00;$CLSN check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937970;98937970;2017-10-30 09:14:00;$SPY Psychological question for the top callers/hardcore bears: What if this is the lowest price you will ever be able to buy?;NULL;
98937969;98937969;2017-10-30 09:14:00;$EURAUD 60 mins;NULL;
98937968;98937968;2017-10-30 09:14:00;$PGNX trumps gone act on opoids, which is no positive on Pgnx;NULL;
98937966;98937966;2017-10-30 09:13:00;$XBTUSD $BCOIN $BTC.X $BTCUSD;NULL;
98937965;98937965;2017-10-30 09:13:00;$VRX Papa Johns is a complete fccck jack ass.. gone to 10 days now & this POS is getting worse with naked shorts 61% avg daily. Clown CEO!;NULL;
98937963;98937963;2017-10-30 09:13:00;$NEOT check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937962;98937962;2017-10-30 09:13:00;3-star analyst Liam Burke from FBR Capital rated $CSL w/a Buy.  tipranks.com/analysts/liam-...;NULL;
98937960;98937960;2017-10-30 09:13:00;10% earnings growth next year? Check out Randgold Resources $GOLD simplywall.st/NasdaqGS:GOLD...;NULL;
98937959;98937959;2017-10-30 09:13:00;$ES_F;NULL;
98937957;98937957;2017-10-30 09:13:00;$GOOGL Long play, you will do well.  Anyone beg to differ ;Bullish;
98937955;98937955;2017-10-30 09:13:00;$NSPR check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937954;98937954;2017-10-30 09:13:00;$PURE food safety wanted and needed worldwide. Incredible product. Great management. ;Bullish;
98937952;98937952;2017-10-30 09:13:00;$BIOA check out: nasdaqnewsreports.blogspot.... ;Bullish;
98937951;98937951;2017-10-30 09:13:00;$ES_F Buying and no rally? mctrading.cc/wnewsdisp.php?... Website : mctrading.cc/;NULL;
98937950;98937950;2017-10-30 09:13:00;$QQQ The 5EMA weekly support line is the most powerful line of defense ever. Absolutely has zero chance of breaking. Buy every dip;NULL;
98937947;98937947;2017-10-30 09:12:00;$VAR A few guys think this will start to ramp up soon.;NULL;
98937946;98937946;2017-10-30 09:12:00;$AMZN Long plays, you will do well.  Anyone beg to differ ;Bullish;
98937941;98937941;2017-10-30 09:12:00;$CMG Rising cost of Guac and beef aren't helping. So much downside on a $300 stock. ;Bearish;
98937940;98937940;2017-10-30 09:12:00;$S Sprint pulled in a lot of customers with 50% off plans, I believe they are going to end 2018. Could cause customers to switch back.;NULL;
98937936;98937936;2017-10-30 09:12:00;$SSKN nasdaqnewsreports.blogspot.... ;Bullish;
98937935;98937935;2017-10-30 09:12:00;$AMD Bamboozled again ;Bearish;
98937934;98937934;2017-10-30 09:12:00;$DMPI nasdaqnewsreports.blogspot.... ;Bullish;
98937932;98937932;2017-10-30 09:11:00;$AMD passive Investment sucks.;NULL;
98937927;98937927;2017-10-30 09:11:00;$AZUL Bamco Raised By $7.04 Million Its Fastenal Co (FAST) Position; Azul SA ... themarketisopen.com/posts/b...;NULL;
98937925;98937925;2017-10-30 09:11:00;$BABA letâ€™s rest in the winter for the huge up next March ;Bearish;
98937924;98937924;2017-10-30 09:11:00;$SRAX nasdaqnewsreports.blogspot.... ;Bullish;
98937919;98937919;2017-10-30 09:10:00;After listening $AMD conference call this evening the reaction AH is uncalled for IMO. Still need to review everything but still bullish af. ;Bullish;
98937917;98937917;2017-10-30 09:10:00;$AMD history repeats itself. Never buy in 14s;NULL;
98937916;98937916;2017-10-30 09:10:00;$IMNP I hope they are going to do something useful with that $18 MM. Hopefully it's to get Berti out of the gate or fund the other trials. ;Bullish;
98937915;98937915;2017-10-30 09:10:00;$MTG can't wait till this gets to it's all time high of $75;NULL;
98937914;98937914;2017-10-30 09:10:00;$UWT $UGAZ is bullish. Any dip tomorrow is a buy. I plan to buy ugaz regardless if theres a dip or not;NULL;
98937911;98937911;2017-10-30 09:10:00;$SHLD it's a wealth transfer from one industry to another like blockbuster to netflix. Retail has been hit hard.;NULL;
98937910;98937910;2017-10-30 09:10:00;$XLM.X What is the difference between this and XRP? anyone know?;NULL;
98937905;98937905;2017-10-30 09:09:00;$DRYS I bet you guys have never seen one of these before;NULL;
98937902;98937902;2017-10-30 09:09:00;$ROKA nasdaqnewsreports.blogspot.... ;Bullish;
98937898;98937898;2017-10-30 09:09:00;Analysts covering Banco de Chile $BCH expect 8.3% EPS growth  next year: simplywall.st/NYSE:BCH/banc...;NULL;
98937896;98937896;2017-10-30 09:09:00;$DRYS $TOPS $DCIX nasdaqnewsreports.blogspot.... ;Bullish;
98937895;98937895;2017-10-30 09:09:00;$PMTS Sure would like to get some 1.12s. Feel late. I will play the breakout to 1.56 over 1.27. #TradeSmart ;Bullish;
98937893;98937893;2017-10-30 09:09:00;$CARO On the move$$ ;Bullish;
98937891;98937891;2017-10-30 09:09:00;$RGSE nasdaqnewsreports.blogspot.... ;Bullish;
98937889;98937889;2017-10-30 09:09:00;Early Bitcoin Adopter Jeff Garzik Goes The ICO/Altcoin Routenews.bitcoin.com/early-bitc...$BTC.X;NULL;
98937888;98937888;2017-10-30 09:09:00;$RNVA nasdaqnewsreports.blogspot.... ;Bullish;
98937885;98937885;2017-10-30 09:08:00;$JD We're going to $50 today - China's JD.com eyes Mid-East entry, Saudi government partnership - http://www.businesstimes.com.sg/technology/chinas-jdcom-eyes-mid-east-entry-saudi-government-partnership ;Bullish;
98937884;98937884;2017-10-30 09:08:00;$ETRM nasdaqnewsreports.blogspot.... ;Bullish;
98937881;98937881;2017-10-30 09:08:00;$CAT nasdaqnewsreports.blogspot.... ;Bullish;
98937880;98937880;2017-10-30 09:08:00;$BONT;NULL;
98937879;98937879;2017-10-30 09:08:00;$PPHM When is the next data readout? I read 'near-term' but anyone have a date? I have cash ready to buy....shopping now;NULL;
98937876;98937876;2017-10-30 09:08:00;$AAOI nasdaqnewsreports.blogspot.... ;Bullish;
98937875;98937875;2017-10-30 09:08:00;$IRBT nasdaqnewsreports.blogspot.... ;Bullish;
98937873;98937873;2017-10-30 09:07:00;$HG_F #Copper swing sequences calling the rally elliottwave-forecast.com/co... #elliottwave twitter.com/elliottforecast...;NULL;
98937872;98937872;2017-10-30 09:07:00;$SPY $QQQ literally impossible for any drop to hold instantly comes right back to the top. As it's dropping it's already recovering;NULL;
98937871;98937871;2017-10-30 09:07:00;$MNKD nasdaqnewsreports.blogspot.... ;Bullish;
98937870;98937870;2017-10-30 09:07:00;$AMD Never go all in, always add that "What if". There's a big friction on how things play out in the mind vs reality.;NULL;
98937869;98937869;2017-10-30 09:07:00;$AMD Clearly not the sign of someone confident in current valuations. Su bae is buying a yacht with millenial gold! ;Bearish;
98937866;98937866;2017-10-30 09:07:00;$HMNY http://nasdaqnewsreports.blogspot.sg/2017/10/visi-m-deal-implies-total-company.html ;Bullish;
98937864;98937864;2017-10-30 09:07:00;Major US Exchanges Coinbase and Gemini Criticized For Bitcoin Hard Fork Supportnewsbtc.com/2017/10/25/51215/$BTC.X;NULL;
98937863;98937863;2017-10-30 09:07:00;$HIMX nasdaqnewsreports.blogspot.... ;Bullish;
98937861;98937861;2017-10-30 09:06:00;$CONN nasdaqnewsreports.blogspot.... ;Bullish;
98937859;98937859;2017-10-30 09:06:00;$AMZN and GOOGL to $1000, the race is on this week to see who beats.  Letâ€™s hope and see ;Bullish;
98937858;98937858;2017-10-30 09:06:00;$ATOS nasdaqnewsreports.blogspot.... ;Bullish;
98937855;98937855;2017-10-30 09:06:00;Gold, Silver, Copper and Crude Oil Briefing  $GLD, $SLV, $CU, $USO, $OIL    http://www.livetradingnews.com/gold-silver-copper-crude-oil-briefing-99-58693.html#.WfA3vmiPKM8;NULL;
98937853;98937853;2017-10-30 09:06:00;$TRXC they make money both ways but the trend is UP. weekly candle at 300M VOLUME ;Bullish;
98937849;98937849;2017-10-30 09:06:00;$SNES nasdaqnewsreports.blogspot.... ;Bullish;
98937848;98937848;2017-10-30 09:06:00;$IMGN The algowins chart yesterday shows a large number of short trades.  OOPS! IMGN was down just 1Â¢ Those traders will be looking to cover ;Bullish;
98937845;98937845;2017-10-30 09:05:00;$PTIE nasdaqnewsreports.blogspot.... ;Bullish;
98937842;98937842;2017-10-30 09:05:00;$AMD classic ;Bullish;
98937841;98937841;2017-10-30 09:05:00;$BONT nasdaqnewsreports.blogspot.... ;Bullish;
98937839;98937839;2017-10-30 09:05:00;$NFLX nasdaqnewsreports.blogspot.... ;Bullish;
98937838;98937838;2017-10-30 09:05:00;Oct 25 Watchlist: Swing entries 4 $KONE $WYY $PMTS also watching $HMNY continuation for $NSPR $ORPN $AMTX. Calls  $CVNA $SVU $KR #TradeSmart ;Bullish;
98937837;98937837;2017-10-30 09:05:00;Our members caught onto this early! Get free access @ Https://Goo.Gl/qWs3tt$TXNET $YECO $GBSN ;Bullish;
98937834;98937834;2017-10-30 09:05:00;$GOOGL and AMZN to $1000.  The race is on this week.  One or both, letâ€™s hope and see ;Bullish;
98937832;98937832;2017-10-30 09:05:00;$OPTT nasdaqnewsreports.blogspot.... ;Bullish;
98937830;98937830;2017-10-30 09:05:00;$TSLA Can you hear them? ðŸŒ²ðŸŒ²ðŸ»ðŸŒ²ðŸŒ² ;Bearish;
98937829;98937829;2017-10-30 09:05:00;$IMNP Sweden still halted ;Bullish;
98937828;98937828;2017-10-30 09:05:00;$FB $SNAP $TWTR nasdaqnewsreports.blogspot.... ;Bullish;
98937826;98937826;2017-10-30 09:05:00;$TRXC here was my source streetinsider.com/Corporate...;NULL;
98937824;98937824;2017-10-30 09:05:00;Our Team takes fast action on hot stocks and trends!Get Free Live alerts @ Https://Goo.Gl/qWs3tt$PII $SENS ;Bullish;
98937823;98937823;2017-10-30 09:04:00;$CMG nasdaqnewsreports.blogspot.... ;Bullish;
98937822;98937822;2017-10-30 09:04:00;$AMD $NVDA nasdaqnewsreports.blogspot.... ;Bullish;
98937821;98937821;2017-10-30 09:04:00;See how our members are making profits from live alerts! Free @ Https://Goo.Gl/qWs3tt$ORPN $CONN $LTEA ;Bullish;
98937819;98937819;2017-10-30 09:04:00;$AMD Great time to buy this dip. I'm long. 2018 will be a great year for AMD. ;Bullish;
98937817;98937817;2017-10-30 09:04:00;$SPY $QQQ http://nasdaqnewsreports.blogspot.mx/2017/10/visi-m-deal-implies-total-company.html ;Bullish;
98937816;98937816;2017-10-30 09:04:00;$PRPO ðŸ‘€ðŸ‘€;NULL;
98937811;98937811;2017-10-30 09:04:00;$NL  Totally got burnt on my short today. FAk im out a 1000 stupid longs.  Im doing another tomorrow and im gonna make it all back ;Bearish;
98937808;98937808;2017-10-30 09:03:00;Go live with our team every trading day!Get Access to live calls FREE today!! Https://Goo.Gl/qWs3tt$PTIE $SSKN ;Bullish;
98937807;98937807;2017-10-30 09:03:00;$BTC.X bulls need 5550 close on the 5min to take control ;Bearish;
98937806;98937806;2017-10-30 09:03:00;$AMD Net Income of $71M on a market cap of $13.5B. You can say they beat estimates but you CAN'T say they have a good looking share price. ;Bearish;
98937805;98937805;2017-10-30 09:03:00;Join free and get live alerts like these! Https://Goo.Gl/qWs3tt$AMTX $MLPS $USEG ;Bullish;
98937803;98937803;2017-10-30 09:03:00;Learn & Earn Together!  Join the #1 Trading Chat now FREE!: Https://Goo.Gl/qWs3tt$ATOS $BONT $VISI ;Bullish;
98937796;98937796;2017-10-30 09:02:00;$AMZN will report PR Negative gross margin again. This Overhyped company never ever had positive gross margin from its genesis. ;Bearish;
98937793;98937793;2017-10-30 09:02:00;$SYN a long way to go!;NULL;
98937789;98937789;2017-10-30 09:02:00;$ONVO Unfortunately this thing is a dog for the last for years.  Looking like and a delisitng and OTC soon enough ;Bullish;
98937787;98937787;2017-10-30 09:02:00;$SYN then ;Bullish;
98937786;98937786;2017-10-30 09:02:00;$SYN ;Bearish;
98937784;98937784;2017-10-30 09:02:00;$EURUSD ranges and keeps on ranging. I wait it out until it trends again.;NULL;
98937779;98937779;2017-10-30 09:01:00;$BTC.X 500$ more and then i  might buy;NULL;
98937772;98937772;2017-10-30 09:01:00;$AMD $AMZN $BABA $BTC.X $SHOP $AAPL how can I short millennials?;NULL;
98937770;98937770;2017-10-30 09:01:00;$AMD industrial blockchain will not use gpus they use asics or others lol, comeon;NULL;
98937767;98937767;2017-10-30 09:01:00;$SPY Here we go. ;Bearish;
98937766;98937766;2017-10-30 09:01:00;Why do people keep giving Magic Leap money? $GOOGL $AAPL $BABA the Bernie #Madoff story of the tech world ? theverge.com/2017/10/22/165...;NULL;
98937761;98937761;2017-10-30 09:01:00;$USDCAD Stop Loss signal (25 OCT 2017 06:59 AM UTC) by AdMACD Trading System (Timeframe=H1) cosmos4u.net/index.php/fore... #USDCAD #Forex;NULL;
98937756;98937756;2017-10-30 09:00:00;$AMD youtube.com/watch?v=AtHCPpo... good job to people who had put option Might be picking up some share soon to try and make a quick dollar;NULL;
98937755;98937755;2017-10-30 09:00:00;$XXII this was the offering SP . I'd be bullish today. ;Bullish;
98937751;98937751;2017-10-30 09:00:00;$NTDOY ;Bullish;
98937742;98937742;2017-10-30 08:59:00;Bitcoin Gold: The Stone Soup Cryptocryptovest.com/news/bitcoin...$BTC.X;NULL;
98937735;98937735;2017-10-30 08:58:00;Buy signal for $SHOP. Sell signal for $BIIB. More: reversallevels.com/2017/10/... $SPY $GLD;NULL;
98937732;98937732;2017-10-30 08:58:00;Two paths for $MU. Break above $42 and it reach $50 by EOY. Break down and fall to long-term support at ~$40.50. ;Bullish;
98937729;98937729;2017-10-30 08:57:00;$DWDP Has potential to pop if ER is good;NULL;
98937727;98937727;2017-10-30 08:57:00;$GBPUSD GBPUSD 25-27/10/2017. BUY ;Bullish;
98937720;98937720;2017-10-30 08:57:00;$TSLA Don't forget this is an energy company. Cars are only a small part of their business strategy. The late model 3 means nothing ;Bullish;
98937715;98937715;2017-10-30 08:57:00;$CBOE I posted this on 17th Oct and this now meets my criteria for entry. Check out IG (honeystocktrend) & website. ;Bullish;
98937711;98937711;2017-10-30 08:56:00;$ATOS That depressed feeling when you know you could have bought, but you didnâ€™t cause youâ€™re either broke, stupid, or both :( ;Bearish;
98937710;98937710;2017-10-30 08:56:00;$TSLA stock will explode in the long term. Musk always delivers late, but he always end up delivering. ;Bullish;
98937709;98937709;2017-10-30 08:56:00;$ATOS;NULL;
