keyword;sw
cashtag poor;-0.638989169675
lawsuits;-0.436823104693
housing;-0.371841155235
getting out;-0.292418772563
is moving;0.333333333333
for move;0.282608695652
hope they;0.260869565217
cashtag insiders;-0.5
technical collapse;-1.0
stay short;-0.854545454545
this short;-0.650909090909
negtag_last;-0.44
can sell;-0.272727272727
patience is;0.613138686131
pop !;0.547445255474
clinical;0.532846715328
anyone know;0.467153284672
with volume;0.430656934307
looking short;-0.985401459854
books;-0.21897810219
devices;0.362637362637
volume in;0.362637362637
is negtag_good;-0.663003663004
retest of;-0.391941391941
for bears;-0.384615384615
bounce to;-0.369963369963
nice bounce;0.676470588235
some at;0.397058823529
for earnings;0.235294117647
my shorts;-0.823529411765
rug;-0.808823529412
shooting star;-0.801470588235
evening;-0.227941176471
hold and;0.594095940959
calls are;0.468634686347
back above;0.409594095941
like your;0.328413284133
just getting;0.321033210332
weekly puts;-0.889298892989
dreams;-0.394833948339
on wall;-0.269372693727
heading back;-0.239852398524
test $;-0.239852398524
looks attractive;0.977777777778
been holding;0.555555555556
development;0.540740740741
very interesting;0.481481481481
crossing;0.244444444444
santa;0.237037037037
do negtag_trust;-0.555555555556
retail investors;-0.466666666667
casino;-0.281481481481
s linktag;-0.274074074074
bottoms;-0.214814814815
up nicely;0.710037174721
cashtag picked;0.531598513011
cashtag higher;0.353159851301
will help;0.308550185874
growth in;0.293680297398
way i;0.28624535316
to crash;-0.732342007435
brutal;-0.42750929368
crooks;-0.353159851301
wait to;-0.345724907063
cashtag soon;-0.234200743494
smh;-0.226765799257
% fib;-0.211895910781
break above;0.567164179104
been long;0.529850746269
and holding;0.44776119403
numbertag sh;0.34328358209
to increase;0.335820895522
regarding;0.246268656716
am shorting;-0.932835820896
going short;-0.84328358209
head fake;-0.492537313433
down cashtag;-0.470149253731
do negtag_expect;-0.223880597015
bought back;0.602996254682
monday !;0.415730337079
this low;0.303370786517
! can;0.243445692884
downgraded to;-0.87265917603
neckline;-0.677902621723
sent at;-0.640449438202
sp numbertag;-0.430711610487
cashtag greece;-0.40074906367
capitulation;-0.378277153558
wave numbertag;-0.340823970037
buying in;0.270676691729
cashtag head;-0.789473684211
move down;-0.699248120301
puts and;-0.684210526316
tp numbertag;-0.548872180451
ss;-0.338345864662
device;0.366037735849
of volume;0.305660377358
deliver;0.290566037736
buying numbertag;0.252830188679
roll over;-0.833962264151
alert sent;-0.637735849057
signs of;-0.267924528302
and steady;0.727272727273
cashtag power;0.666666666667
numbertag g;0.295454545455
thru numbertag;0.272727272727
interest rates;-0.280303030303
looks ready;0.505703422053
sa article;0.475285171103
bios;0.300380228137
be red;-0.771863117871
monthly chart;-0.384030418251
! thanks;0.496183206107
zynga;0.343511450382
s up;0.30534351145
goal;0.274809160305
are making;0.259541984733
multi;0.236641221374
decay;-0.541984732824
smells;-0.358778625954
bitcoin;-0.343511450382
is likely;-0.267175572519
++;0.371647509579
units;0.36398467433
by eoy;0.310344827586
weaker;-0.624521072797
i lost;-0.471264367816
hammered;-0.386973180077
do negtag_fight;-0.325670498084
will fly;0.784615384615
with good;0.484615384615
gaining;0.446153846154
valued at;0.338461538462
troll;0.246153846154
of buying;0.230769230769
at best;-0.676923076923
dax;-0.623076923077
long this;-0.261538461538
shaking;0.6138996139
secure;0.389961389961
this news;0.281853281853
status;0.235521235521
rolling over;-0.837837837838
toilet;-0.698841698842
cashtag fed;-0.53667953668
% bullish;-0.258687258687
speculative;-0.243243243243
has just;0.426356589147
shopping;0.302325581395
cashtag spy;-0.682170542636
drop numbertag;-0.651162790698
struggling;-0.589147286822
bullish ?;-0.503875968992
barrel;-0.356589147287
inflation;-0.317829457364
attractive rated;1.0
to explode;0.836575875486
healthcare;0.392996108949
all shorts;0.369649805447
single digits;-0.813229571984
bugs;-0.750972762646
short of;-0.68093385214
es;-0.556420233463
haters;0.4609375
reiterated;0.4609375
quote;0.3203125
computer;0.3046875
up as;0.25
sell short;-0.8828125
crashes;-0.625
selling pressure;-0.5859375
am et;-0.4140625
to roll;-0.3671875
first target;-0.328125
next ?;-0.2734375
supports;-0.265625
nailed;-0.2578125
gilead;0.686274509804
settlement;0.466666666667
audit;0.254901960784
loss of;-0.607843137255
belongs;-0.490196078431
feel bad;-0.427450980392
s before;-0.270588235294
higher lows;0.787401574803
s do;0.409448818898
received;0.275590551181
watching cashtag;0.236220472441
cashtag h;-0.551181102362
crappy;-0.464566929134
margin calls;-0.338582677165
image;-0.212598425197
added at;0.802371541502
holding strong;0.802371541502
push it;0.272727272727
shorted cashtag;-0.857707509881
for lower;-0.683794466403
tag;-0.209486166008
roth;0.611111111111
ty;0.34126984127
are talking;0.246031746032
advertising;0.238095238095
can short;-0.738095238095
problem is;-0.357142857143
cash in;-0.253968253968
managers;-0.238095238095
high fundamental;1.0
cashtag happy;0.426294820717
fibonacci;-0.426294820717
wahoo;0.96
up well;0.576
in right;0.368
usertag sounds;0.352
kicking;0.32
huge volume;0.288
is toast;-0.896
down below;-0.68
made money;-0.216
focus on;0.333333333333
price down;0.244979919679
will negtag_hold;-0.694779116466
bath;-0.614457831325
protection;-0.212851405622
you that;-0.212851405622
level of;-0.204819277108
conservative;0.564516129032
slow and;0.548387096774
comeback;0.403225806452
takers;0.225806451613
updated chart;0.225806451613
on puts;-0.862903225806
ponzi;-0.838709677419
goodbye;-0.395161290323
done for;-0.338709677419
millions of;-0.274193548387
for market;-0.241935483871
that does;-0.233870967742
china is;-0.217741935484
cashtag squeeze;0.838056680162
glu;0.668016194332
cashtag above;0.578947368421
to rise;0.255060728745
very weak;-0.765182186235
negtag_pay;-0.465587044534
ipo price;-0.376518218623
fired;-0.295546558704
was wrong;-0.230769230769
beauty;0.341463414634
gotta love;0.276422764228
usertag ha;0.227642276423
this scam;-0.983739837398
rising wedge;-0.90243902439
holding short;-0.79674796748
very bad;-0.756097560976
lower and;-0.707317073171
stuck in;-0.30081300813
up next;0.412244897959
to build;0.34693877551
order at;0.240816326531
cashtag lmao;-0.567346938776
apart;-0.412244897959
expiry;-0.330612244898
so hard;-0.248979591837
and people;-0.208163265306
in before;0.631147540984
am back;0.352459016393
passed;0.245901639344
kiss;-0.368852459016
to bottom;-0.286885245902
ceo is;-0.229508196721
glty;0.390946502058
was thinking;0.283950617284
vacation;0.234567901235
puts !;-0.843621399177
negtag_look good;-0.802469135802
doomed;-0.777777777778
! sell;-0.753086419753
- short;-0.728395061728
cashtag uh;-0.555555555556
to lower;-0.283950617284
saved;-0.251028806584
over this;-0.218106995885
interactive chart;0.98347107438
ph;0.595041322314
will rise;0.570247933884
pharmaceuticals;0.495867768595
powerful;0.380165289256
misses;-0.586776859504
blame;-0.429752066116
ceiling;-0.363636363636
you lose;-0.355371900826
market makers;-0.314049586777
faster than;-0.297520661157
close over;0.717842323651
cashtag patience;0.601659751037
? thanks;0.51867219917
plant;0.344398340249
down over;-0.551867219917
tanked;-0.402489626556
it like;-0.369294605809
indexes;-0.352697095436
predictable;-0.286307053942
records;-0.253112033195
oil will;-0.228215767635
action is;-0.219917012448
for ride;0.483333333333
numbertag lets;0.316666666667
go numbertag;0.241666666667
money ?;-0.225
on move;0.757322175732
stake in;0.531380753138
cashtag somebody;0.238493723849
delisted;-0.757322175732
like rock;-0.757322175732
sucked;-0.531380753138
flop;-0.523012552301
be bought;0.521008403361
article on;0.344537815126
news from;0.336134453782
or less;-0.378151260504
negtag_see any;-0.210084033613
plug power;0.603375527426
move today;0.535864978903
usertag long;0.443037974684
commercial;0.257383966245
loosing;-0.493670886076
be fine;0.661016949153
link to;0.491525423729
in again;0.372881355932
! n;0.262711864407
or below;-0.627118644068
company ?;-0.28813559322
by this;-0.245762711864
position today;0.31914893617
usertag lets;0.310638297872
euphoria;-0.591489361702
short positions;-0.429787234043
bat;-0.378723404255
cashtag seriously;-0.310638297872
with great;0.709401709402
! nice;0.547008547009
in works;0.393162393162
to win;0.376068376068
my favorite;0.273504273504
ii;0.25641025641
negtag_sure if;0.239316239316
more pain;-0.811965811966
pumps;-0.606837606838
valuations;-0.495726495726
in control;-0.264957264957
sto;-0.264957264957
are too;-0.205128205128
some news;0.665236051502
nokia;0.570815450644
and higher;0.536480686695
disney;0.399141630901
% increase;0.339055793991
all-time;0.31330472103
would make;0.227467811159
this trash;-0.93991416309
will crash;-0.845493562232
lower prices;-0.733905579399
for loss;-0.407725321888
stocks trading;-0.407725321888
who wants;-0.278969957082
for weeks;-0.25321888412
this drop;-0.218884120172
of float;0.525862068966
is cheap;0.370689655172
easy short;-0.939655172414
went short;-0.827586206897
denial;-0.612068965517
destroyed;-0.465517241379
be sold;-0.456896551724
for +;-0.379310344828
disappointing;-0.353448275862
they sell;-0.275862068966
way oversold;0.82683982684
negtag_panic;0.627705627706
how high;0.575757575758
gogo;0.471861471861
shorters;0.298701298701
numbertag easy;0.281385281385
coming down;-0.593073593074
rate hike;-0.437229437229
reversed;-0.393939393939
until they;-0.307359307359
how s;-0.229437229437
out my;-0.229437229437
liquidity;-0.212121212121
we would;0.321739130435
what this;0.295652173913
working on;0.295652173913
still very;0.278260869565
cashtag flush;-0.947826086957
shorted this;-0.747826086957
cashtag ugly;-0.721739130435
expenses;-0.408695652174
structure;-0.339130434783
will they;-0.226086956522
was short;-0.217391304348
blowout;0.606986899563
fuel cells;0.572052401747
is nice;0.43231441048
today we;0.379912663755
of big;0.336244541485
dip to;0.310043668122
justify;-0.633187772926
yen;-0.589519650655
commodity;-0.423580786026
profit on;-0.310043668122
get real;-0.266375545852
oil and;-0.231441048035
have nice;0.473684210526
for q;0.359649122807
pc;0.280701754386
to drive;0.263157894737
so !;0.245614035088
tree;0.245614035088
mil shares;0.228070175439
red candle;-0.701754385965
% loss;-0.675438596491
burst;-0.543859649123
indices;-0.368421052632
usertag sell;-0.359649122807
suits;-0.280701754386
survive;-0.210526315789
up soon;0.550660792952
nice day;0.506607929515
agree !;0.436123348018
big volume;0.26872246696
new lod;-0.964757709251
you bulls;-0.876651982379
down linktag;-0.823788546256
is sell;-0.762114537445
dilute;-0.753303964758
this dog;-0.691629955947
uvxy;-0.515418502203
retest numbertag;-0.356828193833
for profit;-0.259911894273
lmao !;-0.20704845815
close green;0.725663716814
averaged;0.557522123894
with pt;0.486725663717
least $;0.371681415929
beer;0.336283185841
worry about;0.247787610619
lives;0.230088495575
rejection;-0.70796460177
worse than;-0.610619469027
gbpusd;-0.601769911504
negtag_shares;-0.486725663717
mkts;-0.477876106195
as if;-0.212389380531
really good;0.448888888889
jumps;0.36
chips;0.244444444444
down after;-0.511111111111
done with;-0.244444444444
for sharing;0.660714285714
for pop;0.4375
plug is;0.3125
negtag_problem;0.303571428571
popping;0.294642857143
of luck;0.285714285714
give us;0.267857142857
helping;0.258928571429
dump this;-0.848214285714
be bearish;-0.535714285714
negtag_see this;-0.294642857143
stop-loss;-0.276785714286
weight;-0.258928571429
radio;-0.232142857143
usertag shorts;0.336322869955
bullish but;0.273542600897
short linktag;-0.90134529148
bought puts;-0.856502242152
down hard;-0.811659192825
short with;-0.739910313901
negtag_money;-0.52466367713
easiest;-0.497757847534
of business;-0.291479820628
negtag_cover;-0.273542600897
is negtag_even;-0.264573991031
just hold;0.756756756757
more volume;0.675675675676
go cashtag;0.531531531532
brewing;0.459459459459
tkmr;0.432432432432
some shares;0.423423423423
project;0.351351351351
lookin;0.279279279279
up before;0.279279279279
slaughter;-0.684684684685
elsewhere;-0.351351351351
see u;-0.288288288288
numbertag oil;-0.279279279279
german;-0.252252252252
bes;0.72850678733
back over;0.610859728507
bldp;0.493212669683
os;0.466063348416
worldwide;0.438914027149
gaming;0.411764705882
op;0.230769230769
sell stock;-0.828054298643
big red;-0.782805429864
cashtag lost;-0.683257918552
cult;-0.538461538462
hurts;-0.303167420814
negtag_is;-0.276018099548
decade;-0.266968325792
to avoid;-0.221719457014
looks great;0.763636363636
in while;0.381818181818
others are;0.318181818182
boss;0.245454545455
negtag_buyers;-0.818181818182
cashtag negtag_looking;-0.809090909091
get slaughtered;-0.527272727273
company but;-0.436363636364
delivery;0.51598173516
nice run;0.433789954338
tap;0.269406392694
growth and;0.24200913242
sell order;0.232876712329
back below;-0.826484018265
danger;-0.735159817352
jpy;-0.525114155251
textbook;-0.287671232877
hide;-0.278538812785
good volume;0.770642201835
enterprise;0.56880733945
long from;0.495412844037
low float;0.477064220183
negtag_we;0.229357798165
nice short;-0.816513761468
down as;-0.394495412844
excuse;-0.357798165138
down by;-0.302752293578
dirty;-0.211009174312
to breakout;0.751152073733
of news;0.456221198157
added some;0.410138248848
trailing stop;0.391705069124
to beat;0.336405529954
usertag negtag_sure;0.290322580645
median;0.281105990783
do same;0.271889400922
going forward;0.253456221198
so do;0.244239631336
bearish trend;-0.861751152074
put spread;-0.511520737327
recall;-0.290322580645
reaches;-0.216589861751
cashtag solid;0.638888888889
weekend !;0.527777777778
to worry;0.407407407407
getting in;0.361111111111
timber !;-0.990740740741
bearish linktag;-0.972222222222
shorting here;-0.777777777778
more down;-0.712962962963
accounting;-0.583333333333
empty;-0.546296296296
numbertag where;-0.416666666667
cashtag monthly;-0.37962962963
negtag_go up;-0.37962962963
cashtag crude;-0.333333333333
game is;-0.277777777778
call spread;-0.231481481481
huge !;0.804651162791
next resistance;0.683720930233
mu;0.497674418605
great weekend;0.479069767442
revenue is;0.423255813953
pullbacks;0.376744186047
well done;0.348837209302
fxcm;0.33023255814
to earnings;0.26511627907
am up;0.255813953488
catch up;0.246511627907
below !;-0.879069767442
short if;-0.879069767442
short trade;-0.86976744186
sell before;-0.572093023256
party is;-0.460465116279
negtag_try;-0.441860465116
to retest;-0.395348837209
pop and;-0.376744186047
down is;-0.255813953488
market ?;-0.209302325581
green on;0.523364485981
good here;0.411214953271
volume numbertag;0.364485981308
published;0.327102803738
knock;0.242990654206
drop below;-0.616822429907
triple top;-0.560747663551
low cashtag;-0.542056074766
numbertag fib;-0.485981308411
lol cashtag;-0.233644859813
do negtag_miss;0.652582159624
judge;0.276995305164
great for;0.258215962441
c numbertag;0.230046948357
nice numbertag;0.230046948357
- real;-0.615023474178
for gold;-0.267605633803
negtag_where;-0.267605633803
buying on;0.490566037736
held up;0.367924528302
great time;0.358490566038
me some;0.301886792453
way !;0.245283018868
cashtag dump;-0.849056603774
over again;-0.377358490566
to cash;-0.320754716981
negtag_surprise;-0.245283018868
of oil;-0.235849056604
up we;0.582938388626
will negtag_sell;0.488151658768
acquired;0.412322274882
some big;0.345971563981
delisting;-0.582938388626
is near;-0.232227488152
us !;0.514285714286
cashtag loving;0.438095238095
be some;0.238095238095
heading down;-0.895238095238
i warned;-0.828571428571
in debt;-0.771428571429
covered at;-0.752380952381
do negtag_hold;-0.590476190476
gbp;-0.533333333333
numbertag yet;-0.257142857143
cashtag end;-0.238095238095
? oh;-0.209523809524
long since;0.732057416268
changer;0.684210526316
move !;0.588516746411
through $;0.492822966507
usertag bought;0.492822966507
after lunch;0.483253588517
mw;0.483253588517
mojo;0.263157894737
days !;0.234449760766
seat;0.234449760766
short opportunity;-0.971291866029
change in;-0.291866028708
dip !;0.5
get over;0.326923076923
co s;0.288461538462
article linktag;0.259615384615
more i;0.259615384615
consolidate;0.25
this turd;-0.903846153846
will fade;-0.826923076923
cashtag free;-0.557692307692
to cut;-0.557692307692
sold it;-0.336538461538
saying this;-0.278846153846
how does;-0.259615384615
am sorry;-0.230769230769
includes;-0.211538461538
insider buying;0.710144927536
zmapp;0.661835748792
improving;0.652173913043
calls numbertag;0.623188405797
reiterates;0.497584541063
buy for;0.420289855072
cashtag emojipos;0.371980676329
maybe we;0.323671497585
will push;0.285024154589
would think;0.236714975845
at work;0.227053140097
told u;-0.507246376812
baa;-0.458937198068
cash out;-0.323671497585
bring this;-0.314009661836
happen to;-0.246376811594
macro;-0.236714975845
of best;0.504854368932
potential to;0.466019417476
am ready;0.456310679612
price !;0.427184466019
buying back;0.359223300971
to day;0.359223300971
action today;0.320388349515
west;0.31067961165
new to;0.281553398058
earnings on;0.271844660194
east;0.233009708738
cashtag game;-0.349514563107
short or;-0.349514563107
sold this;-0.31067961165
negtag_follow;-0.252427184466
with target;-0.223300970874
rnn;0.619512195122
moon !;0.521951219512
usertag holding;0.463414634146
in good;0.424390243902
usertag some;0.414634146341
yeah !;0.414634146341
access;0.375609756098
apple s;0.248780487805
prop;-0.678048780488
stock alert;-0.668292682927
be bad;-0.580487804878
over for;-0.424390243902
sentiment is;-0.346341463415
copper;-0.307317073171
tgt numbertag;-0.307317073171
your dd;0.362745098039
chip;0.245098039216
covered numbertag;-0.892156862745
does negtag_hold;-0.78431372549
bulls will;-0.5
xx;-0.392156862745
risks;-0.382352941176
mannkind;0.714285714286
add on;0.507389162562
shares today;0.477832512315
even better;0.418719211823
day now;0.399014778325
on up;0.399014778325
jv;0.330049261084
cashtag failed;-0.84236453202
topped;-0.76354679803
down now;-0.556650246305
drops to;-0.399014778325
tmw;-0.310344827586
make new;-0.231527093596
great buy;0.623762376238
hang on;0.445544554455
station;0.405940594059
bought out;0.39603960396
own numbertag;0.29702970297
holidays;0.267326732673
payments;0.237623762376
to red;-0.811881188119
descending triangle;-0.742574257426
$-;-0.60396039604
prints;-0.376237623762
gap and;-0.29702970297
meat;-0.277227722772
metals;-0.207920792079
nice close;0.810945273632
you missed;0.412935323383
well !;0.393034825871
fearful;0.363184079602
cashtag deal;0.303482587065
fundamentals and;0.233830845771
was hoping;0.233830845771
get short;-0.8407960199
is garbage;-0.800995024876
gravity;-0.721393034826
cashtag eurusd;-0.671641791045
numbertag sl;-0.63184079602
calling for;-0.223880597015
mortgage;-0.223880597015
nice little;0.49
double digits;0.41
vrng;0.41
to average;0.35
news this;0.34
usertag absolutely;0.3
fb is;0.29
drop like;-0.82
short but;-0.72
breach;-0.36
negtag_ever;-0.34
p s;-0.26
be rewarded;0.718592964824
runner;0.608040201005
good er;0.497487437186
jmo;0.497487437186
still good;0.376884422111
any thoughts;0.366834170854
james;0.366834170854
some calls;0.366834170854
yay;0.326633165829
this out;0.316582914573
tomorrow we;0.306532663317
this article;0.226130653266
short idea;-0.969849246231
numbertag bearish;-0.829145728643
short today;-0.708542713568
this rally;-0.427135678392
numbertag levels;-0.386934673367
numbertag look;-0.306532663317
on oil;-0.246231155779
metal;-0.21608040201
going green;0.727272727273
haul;0.717171717172
cashtag sweet;0.535353535354
poised to;0.343434343434
high !;0.292929292929
chapter;-0.646464646465
diluted;-0.454545454545
high for;-0.353535353535
upside potential;0.786802030457
booom;0.573604060914
roof;0.532994923858
weekly calls;0.532994923858
usertag love;0.482233502538
in volume;0.451776649746
vaccine;0.451776649746
all bears;0.421319796954
knows something;0.329949238579
piper;0.279187817259
but good;0.228426395939
over valued;-0.868020304569
i covered;-0.827411167513
negtag_bounce;-0.766497461929
key support;-0.664974619289
keep selling;-0.492385786802
usdjpy;-0.482233502538
negtag_one wants;-0.472081218274
gap at;-0.390862944162
cashtag correction;-0.329949238579
and oil;-0.279187817259
skyrocket;0.602040816327
usertag hopefully;0.561224489796
missed it;0.540816326531
cyber;0.469387755102
to release;0.418367346939
and ready;0.397959183673
treat;0.336734693878
if she;0.275510204082
bearish !;-0.887755102041
hyped;-0.744897959184
your losses;-0.673469387755
drop it;-0.581632653061
cashed;-0.367346938776
over !;-0.285714285714
watch linktag;-0.244897959184
only reason;-0.234693877551
k more;0.630769230769
woot;0.610256410256
sky is;0.538461538462
cross numbertag;0.425641025641
look good;0.364102564103
adds;0.353846153846
design;0.323076923077
beaten;0.292307692308
interest in;0.271794871795
term bearish;-0.897435897436
pink;-0.6
pump it;-0.579487179487
negtag_there;-0.353846153846
cashtag missed;-0.292307692308
cashtag etc;-0.210256410256
! lets;0.618556701031
numbertag analyst;0.474226804124
getting started;0.432989690722
usertag thx;0.412371134021
model s;0.329896907216
! haha;0.257731958763
fairly;0.257731958763
pumping this;-0.907216494845
lower low;-0.876288659794
puts in;-0.742268041237
back under;-0.701030927835
do negtag_fall;-0.639175257732
ema numbertag;-0.288659793814
pm et;-0.257731958763
! great;0.575129533679
broke out;0.564766839378
signed;0.544041450777
basing;0.533678756477
to er;0.419689119171
green and;0.336787564767
bounced off;0.316062176166
should start;0.316062176166
smartphone;0.316062176166
joined;0.284974093264
throughout;0.274611398964
your right;0.233160621762
warn;-0.740932642487
cashtag worst;-0.626943005181
papa;-0.481865284974
in love;-0.471502590674
brent;-0.305699481865
can this;-0.295336787565
again this;-0.264248704663
hopefully we;0.697916666667
ph numbertag;0.625
nice pop;0.541666666667
avg down;0.479166666667
emojipos i;0.375
ca;0.34375
get long;0.333333333333
this er;0.3125
here today;0.25
can break;0.229166666667
i use;0.229166666667
dump !;-0.84375
recession;-0.614583333333
rigged;-0.541666666667
heading for;-0.510416666667
criminal;-0.5
market correction;-0.479166666667
negtag_be fooled;-0.354166666667
ez;-0.291666666667
in since;0.832460732984
go baby;0.801047120419
explosive;0.717277486911
game changer;0.675392670157
lets hope;0.65445026178
cashtag awesome;0.633507853403
very happy;0.591623036649
and beyond;0.560209424084
smile;0.528795811518
cashtag loaded;0.497382198953
shake out;0.486910994764
for cheap;0.476439790576
check it;0.434554973822
all we;0.424083769634
- we;0.267015706806
on new;0.235602094241
going below;-0.821989528796
cashtag dropping;-0.759162303665
covered my;-0.738219895288
be under;-0.706806282723
negtag_good for;-0.685863874346
qqq;-0.560209424084
market up;-0.476439790576
major support;-0.413612565445
management is;-0.403141361257
top and;-0.403141361257
oh boy;-0.329842931937
-year;-0.319371727749
numbertag -year;-0.319371727749
small caps;-0.298429319372
was so;-0.256544502618
with stock;-0.225130890052
cleared;0.505263157895
negtag_a bad;0.463157894737
and bears;0.315789473684
eyes on;0.315789473684
shares numbertag;0.242105263158
ltd;0.231578947368
lower to;-0.715789473684
insiders are;-0.494736842105
tl;-0.389473684211
till it;-0.357894736842
herd;-0.263157894737
tail;-0.263157894737
bots;-0.242105263158
anything to;-0.210526315789
coiling;0.756613756614
powder;0.492063492063
for future;0.449735449735
will jump;0.396825396825
profit takers;0.312169312169
them !;0.280423280423
roller;0.259259259259
valuable;0.259259259259
david;0.227513227513
downside to;-0.904761904762
i short;-0.84126984127
inflated;-0.798941798942
p d;-0.714285714286
iwm;-0.671957671958
cracks;-0.608465608466
herbalife;-0.57671957672
negtag_end;-0.417989417989
to borrow;-0.407407407407
nothing more;-0.259259259259
watch numbertag;-0.206349206349
higher highs;0.723404255319
golden cross;0.691489361702
bullish linktag;0.68085106383
sltd;0.63829787234
potential for;0.425531914894
shrs;0.340425531915
insight;0.31914893617
cashtag running;0.265957446809
now let;0.265957446809
november numbertag;0.255319148936
cashtag doing;0.244680851064
puts numbertag;-0.765957446809
dip buyers;-0.734042553191
go under;-0.648936170213
numbertag xx;-0.404255319149
both ways;-0.36170212766
testing numbertag;-0.340425531915
take my;-0.308510638298
probably will;-0.223404255319
on hourly;-0.212765957447
to kill;-0.212765957447
big day;0.657754010695
grossing;0.604278074866
cashtag loading;0.497326203209
well in;0.465240641711
institution;0.262032085561
ubs;0.229946524064
tang;-0.689839572193
% correction;-0.604278074866
lock up;-0.550802139037
candlestick;-0.422459893048
cashtag classic;-0.422459893048
dropped numbertag;-0.368983957219
sh t;-0.294117647059
support line;-0.283422459893
sorry to;-0.229946524064
this now;-0.208556149733
cashtag held;0.52688172043
all aboard;0.483870967742
purchases;0.354838709677
to miss;0.322580645161
down it;-0.634408602151
shorting it;-0.548387096774
negtag_catch;-0.537634408602
are bearish;-0.52688172043
s watch;-0.408602150538
you this;-0.408602150538
lost money;-0.344086021505
support levels;-0.311827956989
trade numbertag;-0.268817204301
filings;-0.236559139785
and u;-0.225806451613
cashtag load;0.632432432432
acquisitions;0.416216216216
is well;0.340540540541
sold half;0.340540540541
overweight;0.318918918919
hold your;0.297297297297
homework;0.243243243243
be below;-0.848648648649
drag;-0.513513513514
vwap;-0.372972972973
numbertag key;-0.32972972973
only $;-0.318918918919
negtag_play;-0.232432432432
is growing;0.586956521739
breakouts;0.489130434783
good price;0.336956521739
year for;0.282608695652
activist;0.260869565217
breather;0.260869565217
heading lower;-0.967391304348
warned you;-0.880434782609
goes lower;-0.402173913043
yields;-0.391304347826
t-;-0.380434782609
god i;-0.336956521739
sell all;-0.304347826087
drop is;-0.260869565217
had more;0.672131147541
is gift;0.508196721311
add numbertag;0.431693989071
what time;0.387978142077
adam;0.377049180328
you too;0.355191256831
am negtag_sure;0.344262295082
know if;0.344262295082
doing well;0.322404371585
web;0.27868852459
stay above;0.256830601093
in downtrend;-0.83606557377
blood bath;-0.672131147541
red !;-0.639344262295
valuation is;-0.475409836066
sorry but;-0.44262295082
this pop;-0.387978142077
have lost;-0.377049180328
cashtag management;-0.355191256831
lol this;-0.27868852459
knew it;-0.224043715847
sadly;-0.213114754098
beast mode;0.89010989011
raised to;0.791208791209
see green;0.725274725275
diabetes;0.615384615385
cs;0.571428571429
er !;0.43956043956
cashtag position;0.406593406593
instagram;0.362637362637
numbertag nice;0.340659340659
will change;0.274725274725
have another;0.252747252747
cashtag b;0.230769230769
negtag_deal;-0.56043956044
negtag_holding;-0.461538461538
% off;-0.307692307692
good things;0.723756906077
ballard;0.701657458564
moving higher;0.668508287293
long with;0.414364640884
recovering;0.359116022099
good earnings;0.325966850829
pot;0.303867403315
inst;0.237569060773
knows what;0.226519337017
resistance is;0.226519337017
downward trend;-0.668508287293
buyer at;-0.558011049724
it falls;-0.558011049724
exits;-0.53591160221
ichimoku;-0.226519337017
strong close;0.744444444444
boards;0.277777777778
up into;0.255555555556
down like;-0.611111111111
fades;-0.611111111111
just short;-0.6
elevator;-0.544444444444
selling and;-0.4
cashtag party;-0.377777777778
island;-0.3
realize that;-0.266666666667
blast off;0.821229050279
cashtag oversold;0.642458100559
good and;0.463687150838
move this;0.40782122905
sleeping;0.396648044693
amen;0.351955307263
helped;0.329608938547
all is;0.262569832402
guys think;0.262569832402
periscope;0.262569832402
we r;0.22905027933
cashtag timber;-0.966480446927
is dropping;-0.553072625698
lose numbertag;-0.519553072626
for drop;-0.497206703911
goes below;-0.463687150838
risk to;-0.396648044693
too easy;-0.396648044693
pattern on;-0.385474860335
i tried;-0.329608938547
s tomorrow;-0.27374301676
cashtag icahn;-0.22905027933
buy linktag;0.707865168539
another run;0.674157303371
cowen;0.415730337079
cashtag hod;0.404494382022
positioned;0.404494382022
by year;0.303370786517
after bell;0.292134831461
coaster;0.292134831461
it emojipos;0.292134831461
airline;0.269662921348
usertag may;0.23595505618
bloated;-0.932584269663
drop !;-0.831460674157
vxx;-0.629213483146
example of;-0.314606741573
cashtag called;-0.303370786517
bomb;-0.280898876404
tmr;-0.23595505618
chart ?;-0.224719101124
new post;-0.213483146067
than it;-0.213483146067
cheap !;0.514124293785
starter;0.401129943503
saw that;0.322033898305
parts;0.242937853107
time sell;-0.977401129944
chapter numbertag;-0.774011299435
numbertag does;-0.502824858757
run out;-0.457627118644
bogus;-0.446327683616
sanctions;-0.423728813559
would anyone;-0.423728813559
stubborn;-0.389830508475
short i;-0.378531073446
making new;-0.35593220339
for oil;-0.254237288136
long haul;0.772727272727
cheers !;0.602272727273
future of;0.568181818182
cashtag bouncing;0.534090909091
for news;0.534090909091
higher in;0.488636363636
red to;0.477272727273
links;0.386363636364
backing;0.363636363636
frustrating;0.329545454545
limit order;0.295454545455
to other;0.25
proud;0.238636363636
addition;0.227272727273
small short;-0.909090909091
head shoulders;-0.659090909091
numbertag drop;-0.488636363636
% retracement;-0.454545454545
employee;-0.409090909091
deeper;-0.397727272727
exited;-0.363636363636
dr kim;0.634285714286
hang in;0.634285714286
past $;0.611428571429
and enjoy;0.44
bottoming;0.44
to wake;0.302857142857
! still;0.28
though !;0.268571428571
bagholder;-0.748571428571
even lower;-0.737142857143
debt and;-0.531428571429
flags;-0.531428571429
